category,recipient,ordered,designation,description,year ordered, year delivered,delivered,comments
missiles,India,,AIM-120D AMRAAM,BVRAAM,-2019,,,For NASAMS SAM systems from Norway
missiles,Indonesia,-180,FGM-148 Javelin,Anti-tank missile,2013,2014-2015,-180,Javelin Block-1 version
missiles,Indonesia,-140,AGM-114K HELLFIRE,Anti-tank missile,2014,2017-2018,-140,AGM-114R-3 version for AH-64E combat helicopters
missiles,Indonesia,-36,AIM-120C AMRAAM,BVRAAM,2017,,,Probably for NASAMS SAM system from Norway
missiles,Indonesia,14,AIM-9X Sidewinder,SRAAM,2017,2018,-14,
missiles,Iraq,-20,AGM-114A HELLFIRE,Anti-tank missile,2008,2009,-20,For AC-208B (Cessna-208) aircraft
missiles,Iraq,-200,AGM-114L HELLFIRE,Anti-tank missile,2008,2012-2013,-200,For Bell-407 helicopters
missiles,Iraq,-50,AGM-65 Maverick,ASM,2011,2015,-50,
missiles,Iraq,-150,AIM-7M Sparrow,BVRAAM,-2011,2015-2016,-150,
missiles,Iraq,100,AIM-9L Sidewinder,SRAAM,2011,2015,-100,Possibly incl AIM-9M version
missiles,Iraq,-300,Paveway,Guided bomb,-2011,2015,-300,"Incl 50 GBU-10, 50 GBU-24 and 200 GBU-12 Paveway-2 versions"
missiles,Iraq,-200,FIM-92 Stinger,Portable SAM,2012,2013-2014,-200,For Avenger SAM systems
missiles,Iraq,-175,AGM-114L HELLFIRE,Anti-tank missile,-2013,2013-2014,175,
missiles,Iraq,-50,AGM-65 Maverick,ASM,-2013,2016,-50,
missiles,Iraq,-150,AIM-7M Sparrow,BVRAAM,-2013,2016-2017,-150,
missiles,Iraq,100,AIM-9L Sidewinder,SRAAM,-2013,2016-2017,-100,Possibly incl AIM-9M version
missiles,Iraq,-300,Paveway,Guided bomb,-2013,2016-2017,-300,"Incl 50 GBU-10, 50 GBU-24 and 200 GBU-12 Paveway-2 versions"
missiles,Iraq,-5000,AGM-114K HELLFIRE,Anti-tank missile,2014,2015-2017,-5000,"AGM-114K, AGM-114N and AGM-114R versions"
missiles,Iraq,1500,AGM-114L HELLFIRE,Anti-tank missile,2014,2014,1500,Aid against Islamic States rebels
missiles,Iraq,-2000,WGU-59 APKWS,ASM,-2015,2016-2018,-2000,
missiles,Ireland,-36,FGM-148 Javelin,Anti-tank missile,2002,2006,-36,$12.5 m deal
missiles,Israel,64,AIM-120B AMRAAM,BVRAAM,1998,1998-2001,-64,$28 m deal
missiles,Israel,16,RGM-84 Harpoon,Anti-ship missile,-1998,2001-2002,-16,$26 m deal
missiles,Israel,42,AIM-120B AMRAAM,BVRAAM,1999,2001-2002,-42,
missiles,Israel,-480,AGM-114L HELLFIRE,Anti-tank missile,-2000,2005-2006,-480,AGM-114L3 version; for AH-64D helicopters
missiles,Israel,-700,JDAM,Guided bomb,2000,2000-2001,-700,$45 m deal
missiles,Israel,40,AGM-142A/Popeye-1,ASM,2001,2002-2003,-40,$31 m deal; AGM-142F-1/2 versions; designed by Israel but produced in and bought from USA to use US 'FMF' aid
missiles,Israel,-48,AIM-120C AMRAAM,BVRAAM,2001,2003-2004,-48,
missiles,Israel,-1000,JDAM,Guided bomb,-2001,2002,-1000,
missiles,Israel,-400,BGM-71F TOW-2B,Anti-tank missile,2002,2003-2004,-400,Part of $52 m deal; TOW-2A/TOW-2B version
missiles,Israel,2030,BGM-71 TOW,Anti-tank missile,2002,2003-2004,-2030,$80 m deal; TOW-2A version
missiles,Israel,1000,JDAM,Guided bomb,2002,2003,-1000,$27 m deal
missiles,Israel,-200,AGM-114K HELLFIRE,Anti-tank missile,-2004,2006,-200,Part of $50 m deal; AGM-114K and AGM-114M version
missiles,Israel,840,JDAM,Guided bomb,2004,2005,-840,$17.5 m deal
missiles,Israel,500,Paveway,Guided bomb,2004,2005-2006,-500,GBU-27 Paveway-3 version
missiles,Israel,100,GBU-28,Guided bomb,2005,2006,-100,
missiles,Israel,-50,GBU-28,Guided bomb,2007,2009,-50,
missiles,Israel,-2350,JDAM,Guided bomb,2007,2007-2008,-2350,Replacing JDAM used in 2006 war against Hezbollah in Lebenon
missiles,Israel,1000,GBU-39 SDB,Guided bomb,2008,2010-2012,-1000,$77 m deal; Israeli designation Sharp Hail
missiles,Israel,-3450,JDAM,Guided bomb,2009,2010-2012,-3450,
missiles,Israel,150,JDAM,Guided bomb,2010,2010,-150,LJDAM version
missiles,Israel,-3450,GBU-39 SDB,Guided bomb,2012,2015-2017,-3450,
missiles,Israel,1500,JDAM,Guided bomb,2012,2013,-1500,
missiles,Israel,-2701,JDAM,Guided bomb,2013,2014-2015,-2701,$66 m deal
missiles,Israel,-28,AIM-9X Sidewinder,SRAAM,2014,2016-2019,-20,AIM-9X Block-2 and Block-3 versions; possibly incl for evaluation
missiles,Israel,3000,JDAM,Guided bomb,2014,2015-2016,-3000,$66 m. deal
missiles,Israel,4100,GBU-39 SDB,Guided bomb,-2015,2018-2019,-2700,
missiles,Israel,100,JDAM,Guided bomb,2015,2016,-100,
missiles,Israel,-1000,GMLRS,Guided rocket,2016,2017-2018,-1000,
missiles,Italy,233,AIM-120B AMRAAM,BVRAAM,1997,2000-2003,-233,$116 m deal; for AV-8B+ combat aircraft
missiles,Italy,-336,FIM-92 Stinger,Portable SAM,2001,2003-2004,-336,"Part of $89 m deal (for 1007 for Greece, Italy and UK); probably for A129 combat helicopters"
missiles,Italy,-113,AGM-88 HARM,ARM,-2002,2002-2003,-113,
missiles,Italy,-500,Paveway,Guided bomb,-2005,2006-2007,-500,GBU-12 and/or Enhanced Paveway-2 version
missiles,Italy,500,GBU-39 SDB,Guided bomb,2010,2015-2016,-500,Part of $34 m deal
missiles,Italy,-250,Paveway,Guided bomb,-2012,2014-2015,-250,
missiles,Italy,-50,AGM-114L HELLFIRE,Anti-tank missile,-2015,,,For MQ-9 UAV modernized to UCAV
missiles,Italy,-50,JDAM,Guided bomb,-2015,,,For MQ-9 UAV modernized to UCAV
missiles,Italy,-50,Paveway,Guided bomb,-2015,,,For MQ-9 UAV modernized to UCAV
missiles,Japan,-40,AIM-120B AMRAAM,BVRAAM,-1998,2001-2003,-40,$22 m deal
missiles,Japan,5,Standard Missile-2MR,SAM,1998,2000,-5,
missiles,Japan,-16,Standard Missile-2MR,SAM,1999,2001,-16,
missiles,Japan,-275,BGM-71 TOW,Anti-tank missile,2000,2001,-275,BGM-71E TOW-2A and/or BGM-71F TOW-2B version (possibly incl or only practice TOW-2A missiles)
missiles,Japan,-10,AIM-120B AMRAAM,BVRAAM,2001,2003,-10,
missiles,Japan,-400,BGM-71 TOW,Anti-tank missile,2001,2002-2003,-400,BGM-71E TOW-2A version (possibly only practice TOW-2A missiles)
missiles,Japan,16,Standard Missile-2MR,SAM,2001,2003,16,$27 m deal; possibly SM-2 Block-3B version
missiles,Japan,-16,Standard Missile-2MR,SAM,-2001,2003,16,$27 m deal; SM-2 Block-3A version
missiles,Japan,-250,BGM-71F TOW-2B,Anti-tank missile,2002,2003-2004,-250,Part of $52 m deal; TOW-2A and/or TOW-2B version
missiles,Japan,16,Standard Missile-2MR,SAM,-2002,2004,-16,$24 m deal; SM-2 Block-3A version
missiles,Japan,-150,FIM-92 Stinger,Portable SAM,-2003,2006-2009,-150,AIM-92 version; for AH-64D combat helicopters
missiles,Japan,18,Standard Missile-2MR,SAM,-2003,2005,-18,SM-2 Block-3B version
missiles,Japan,-64,Standard Missile-2MR,SAM,-2004,2006,-64,SM-2 Block-3B version
missiles,Japan,-25,AIM-120C AMRAAM,BVRAAM,-2005,2006,-25,AIM-120C-5 version
missiles,Japan,-530,JDAM,Guided bomb,-2005,2006-2017,-530,
missiles,Japan,-32,MIM-104F PAC-3,ABM,2005,2006-2007,-32,Part of $6.5-9.3 b anti-ballistic missile defence system
missiles,Japan,40,Standard Missile-2MR,SAM,-2005,2007,-40,SM-2 Block-3B version
missiles,Japan,44,Standard Missile-2MR,SAM,-2006,2008,-44,$70 m deal; SM-2 Block-3B version
missiles,Japan,-24,Standard Missile-2MR,SAM,2008,2010,-24,$40 m deal; SM-2 Block-3B version
missiles,Japan,-348,GMLRS,Guided rocket,-2009,2010-2014,-348,
missiles,Japan,13,Standard Missile-2MR,SAM,2011,2014,-13,$33 m deal; SM-2 Block-3B version
missiles,Japan,-17,AIM-120C AMRAAM,BVRAAM,-2014,2016,-17,$33 m deal; AIM-120C7 version
missiles,Japan,-26,AIM-9X Sidewinder,SRAAM,2014,2016-2018,-26,
missiles,Japan,-100,RIM-116A RAM,SAM,-2014,2015-2017,-100,For SeaRAM SAM system on 2 Izumo helicopter carriers
missiles,Japan,-46,Standard Missile-2MR,SAM,-2016,,,Delivery from 2020
missiles,Japan,-56,AIM-120C AMRAAM,BVRAAM,2017,,,AIM-120C-7 version
missiles,Japan,,GBU-39 SDB,Guided bomb,2017,,,
missiles,Japan,,RIM-161D SM-3 Block-2,SAM/ABM,2017,,,SM-3 Block-2A version for AEGIS Ashore ABM system
missiles,Japan,,AGM-114K HELLFIRE,Anti-tank missile,2018,,,
missiles,Japan,-32,AIM-120C AMRAAM,BVRAAM,-2019,,,
missiles,Japan,-24,RIM-161D SM-3 Block-2,SAM/ABM,2019,,,SM-3 Block-2A version
missiles,Jordan,-270,BGM-71 TOW,Anti-tank missile,2000,2001-2002,-270,BGM-71E TOW-2A and/or BGM-71F TOW-2B version (possibly incl or only practice TOW-2A missiles)
missiles,Jordan,-562,BGM-71 TOW,Anti-tank missile,2001,2002-2003,-562,BGM-71E TOW-2A version
missiles,Jordan,-116,FGM-148 Javelin,Anti-tank missile,2001,2004,-116,$12 m deal (incl 30 launchers)
missiles,Jordan,-400,BGM-71F TOW-2B,Anti-tank missile,2002,2003-2004,-400,Part of $52 m deal (for 1689 TOW-2A/TOW-2B for 5 countries)
missiles,Jordan,-50,AIM-120C AMRAAM,BVRAAM,-2005,2007-2008,-50,$39 m deal
missiles,Jordan,150,MIM-23B HAWK,SAM,2005,2006-2007,-150,Second-hand; MIM-23E version
missiles,Jordan,-85,AIM-120C AMRAAM,BVRAAM,2009,2013-2016,-85,Possibly $131 m deal; AIM-120C-7 version
missiles,Jordan,432,GMLRS,Guided rocket,2010,2012-2014,-432,For HIMARS MRL
missiles,Jordan,-100,FGM-148 Javelin,Anti-tank missile,2013,2014,-100,Javelin Block-1 version
missiles,Jordan,-50,AGM-114K HELLFIRE,Anti-tank missile,-2014,2014,-50,AGM-114K and/or AGM-114M version; for CN-235 ground attack aircraft
missiles,Jordan,-100,AGM-114K HELLFIRE,Anti-tank missile,2014,2015,-100,For AT-802 combat aircraft
missiles,Jordan,-10,FGM-148 Javelin,Anti-tank missile,2014,2014,-10,Javelin Block-1 version
missiles,Jordan,-100,WGU-59 APKWS,ASM,2014,2015-2016,-100,
missiles,Jordan,-198,JDAM,Guided bomb,-2015,2018,-198,
missiles,Jordan,200,Paveway,Guided bomb,2015,2015,200,Aid; GBU-12 version; for F-16 combat aircraft
missiles,Jordan,-300,BGM-71 TOW,Anti-tank missile,2016,2016-2018,-300,
missiles,Jordan,144,GMLRS,Guided rocket,2016,2017-2018,-144,
missiles,Jordan,-100,AGM-114K HELLFIRE,Anti-tank missile,2017,2018-2019,-100,
missiles,Jordan,,FGM-148 Javelin,Anti-tank missile,2017,,,
missiles,Kuwait,-188,AGM-114K HELLFIRE,Anti-tank missile,2002,2007,-188,Part of $868 m deal (part of larger $2.1 b deal); AGM-114K3 version; for AH-64D helicopters
missiles,Kuwait,-96,AGM-114L HELLFIRE,Anti-tank missile,2002,2007,-96,Part of $868 m deal (part of larger $2.1 b deal); AGM-114L3 version; for AH-64D helicopters
missiles,Kuwait,-21,RGM-84 Harpoon,Anti-ship missile,-2002,2003,21,AGM-84 version
missiles,Kuwait,-1418,BGM-71F TOW-2B,Anti-tank missile,-2008,2010-2012,-1418,
missiles,Kuwait,-2127,BGM-71 TOW,Anti-tank missile,-2008,2009-2011,-2127,TOW-2A version
missiles,Kuwait,-120,AIM-120C AMRAAM,BVRAAM,2009,2010-2014,-120,Possibly $178 m deal; AIM-120C-7 version
missiles,Kuwait,51,JDAM,Guided bomb,2009,2011,-51,
missiles,Kuwait,209,MIM-104C PAC-2,SAM,2011,2014-2015,-209,MIM-104E GEM-T version
missiles,Kuwait,-300,AGM-114L HELLFIRE,Anti-tank missile,-2013,2015,-300,
missiles,Kuwait,80,AIM-9X Sidewinder,SRAAM,2013,2014-2015,-80,$40 m deal; AIM-9X Block-2 version
missiles,Kuwait,-60,MIM-104F PAC-3,ABM,2013,2015-2016,-60,
missiles,Kuwait,1,AIM-9X Sidewinder,SRAAM,2014,2016,1,AIM-9X Block-2 version
missiles,Kuwait,51,JDAM,Guided bomb,2016,2017,-51,
missiles,Kuwait,,MIM-104F PAC-3,ABM,2018,,,Delivery planned by 2024
missiles,Kuwait,-60,AIM-120C AMRAAM,BVRAAM,-2019,,,AIM-120C-7 version
missiles,Lebanon,-20,AGM-114K HELLFIRE,Anti-tank missile,2008,2009,-20,For Cessna-208B (AC-208) light transport aircraft
missiles,Lebanon,-100,AGM-114K HELLFIRE,Anti-tank missile,2014,2014,-100,For Cessna-208B (AC-208) light transport aircraft; aid
missiles,Lebanon,-50,AGM-114K HELLFIRE,Anti-tank missile,2014,2015,-50,
missiles,Lebanon,239,BGM-71 TOW,Anti-tank missile,-2014,2015,239,Possibly second-hand; deal incl also 20 launchers; aid
missiles,Lebanon,-100,AGM-114K HELLFIRE,Anti-tank missile,-2015,2015,-100,
missiles,Lebanon,-1000,M-712 Copperhead,Guided shell,-2015,2015-2018,-1000,Second-hand; aid
missiles,Lebanon,-350,BGM-71 TOW,Anti-tank missile,-2016,2017,-350,For 32 M-2A2 IFV; aid
missiles,Lebanon,-2000,WGU-59 APKWS,ASM,2016,2019,-500,For A-29B (EMB-314) trainer/combat aircraft
missiles,Lebanon,-1000,AGM-114K HELLFIRE,Anti-tank missile,-2017,2019,-100,De
missiles,Lebanon,-1500,BGM-71F TOW-2B,Anti-tank missile,2017,2018-2019,-1000,Incl 1000 BGM-71E and 500 BGM-71H versions
missiles,Lithuania,74,FGM-148 Javelin,Anti-tank missile,2001,2003,74,LTL39 ($9-10 m) deal (incl 18 launchers)
missiles,Lithuania,54,FIM-92 Stinger,Portable SAM,2002,2007,54,$31 m deal (incl 8 launchers)
missiles,Lithuania,-400,AIM-120C AMRAAM,BVRAAM,-2016,,,For NASAMS SAM systems
missiles,Lithuania,-36,FGM-148 Javelin,Anti-tank missile,2016,2017,-36,
missiles,Lithuania,,FGM-148 Javelin,Anti-tank missile,2018,,,
missiles,Luxembourg,-50,BGM-71F TOW-2B,Anti-tank missile,2002,2003,-50,TOW-2A and/or TOW-2B version
missiles,Malaysia,20,AIM-120C AMRAAM,BVRAAM,-2005,2007,-20,AIM-120C-5 version
missiles,Malaysia,4,RGM-84 Harpoon,Anti-ship missile,-2005,2006-2007,4,AGM-84A version
missiles,Malaysia,50,JDAM,Guided bomb,2009,2011,-50,
missiles,Malaysia,-60,Paveway,Guided bomb,2010,2011,-60,GBU-10 and GBU-12 Paveway-2 versions
missiles,Malaysia,20,AIM-9X Sidewinder,SRAAM,2013,2015,-20,$12 m deal; AIM-9X Block-2 version
missiles,Malaysia,10,AIM-120C AMRAAM,BVRAAM,2015,2016,10,AIM-20C7 version
missiles,Mexico,6,Mk-54 MAKO,ASW torpedo,-2017,,,For SIGMA-105 frigate
missiles,Mexico,6,RGM-84L Harpoon-2,Anti-ship MI/SSM,-2017,,,For SIGMA-105 frigate
missiles,Mexico,-23,RIM-116A RAM,SAM,-2018,,,For SIGMA-105 frigate
missiles,Mexico,-8,RIM-162 ESSM,SAM,-2018,,,For SIGMA-105 (Reformador) frigate
missiles,Morocco,-60,AIM-9L Sidewinder,SRAAM,-2008,2011-2012,-60,AIM-9M version
missiles,Morocco,-30,AIM-120C AMRAAM,BVRAAM,-2009,2015-2016,-30,AIM-120C-7 version
missiles,Morocco,20,AGM-88 HARM,ARM,-2010,2013,20,AGM-88B version
missiles,Morocco,-20,AIM-9X Sidewinder,SRAAM,2012,2014-2015,-20,$12 m deal; AIM-9X Block-2 version
missiles,Morocco,10,JDAM,Guided bomb,2012,2013,-10,LJDAM version
missiles,Morocco,-90,JDAM,Guided bomb,2014,2015-2017,-90,
missiles,Morocco,-600,BGM-71 TOW,Anti-tank missile,2016,2017-2018,-600,TOW-2A version
missiles,Morocco,6,RGM-84L Harpoon-2,Anti-ship MI/SSM,-2016,2017,6,
missiles,Morocco,-1200,BGM-71 TOW,Anti-tank missile,2017,2018-2019,-800,TOW-2A-RF version
missiles,NATO**,420,JDAM,Guided bomb,2017,2018,-420,For NATO Single Procurement Agency; final recipients are unknown NATO member states
missiles,Netherlands,605,AGM-114K HELLFIRE,Anti-tank missile,1995,1996-2002,-605,$127 m deal; for AH-64D helicopters
missiles,Netherlands,-80,AGM-65 Maverick,ASM,1997,1999-2000,-80,$6 m deal; AGM-65G version; not incl some as short-term lease from USA before delivery started
missiles,Netherlands,-2,RGM-84 Harpoon,Anti-ship missile,-1998,2000,-2,
missiles,Netherlands,16,Standard Missile-2MR,SAM,-1998,2002,-16,$24 m deal; SM-2MR Block-3A version; for De Zeven Provincien Frigates
missiles,Netherlands,-164,Standard Missile-2MR,SAM,-2002,2003-2005,-164,SM-2MR Block-3A version; for De Zeven Provincien frigates
missiles,Netherlands,718,Paveway,Guided bomb,2003,2003-2005,-718,Paveway-2 version
missiles,Netherlands,350,JDAM,Guided bomb,2004,2005-2006,-350,
missiles,Netherlands,360,JDAM,Guided bomb,2005,2006-2008,-360,
missiles,Netherlands,56,JDAM,Guided bomb,2005,2008,-56,
missiles,Netherlands,32,MIM-104F PAC-3,ABM,2005,2007-2009,32,
missiles,Netherlands,-100,AIM-120C AMRAAM,BVRAAM,-2006,2009,-100,For NASAMS SAM systems
missiles,Netherlands,200,Paveway,Guided bomb,2008,2009-2010,-200,EGBU-12 (GBU-49) Paveway-2 version
missiles,Netherlands,-603,GBU-39 SDB,Guided bomb,2010,2012-2013,-603,$44 m deal
missiles,Netherlands,40,Mk-48 Mod-5 ADCAP,AS/ASW torpedo,2010,2015-2019,-25,Dutch Mk-48 rebuilt to Mk-48-7 version
missiles,Netherlands,-100,AGM-114K HELLFIRE,Anti-tank missile,2013,2016,-100,
missiles,Netherlands,45,AIM-9X Sidewinder,SRAAM,2014,2016-2018,-45,AIM-9X Block-2 version
missiles,Netherlands,300,JDAM,Guided bomb,2015,2016,-300,
missiles,Netherlands,250,AGM-114K HELLFIRE,Anti-tank missile,2016,,,$34 m deal; delivery 2021
missiles,Netherlands,-100,WGU-59 APKWS,ASM,-2016,2018,-100,
missiles,Netherlands,3500,M-982 Excalibur,Guided shell,-2017,2018-2019,-2000,Excalibur-Ib version
missiles,Netherlands,,RIM-162 ESSM Block-2,SAM,-2018,,,Delivery planned 2024-2027
missiles,Netherlands,-53,AIM-120C AMRAAM,BVRAAM,2019,,,AIM-120 C-7 version
missiles,Netherlands,18,Standard Missile-2MR,SAM,-2019,,,SM-2MR Block-3A version; for De Zeven Provincien frigates; delivery from 2026
missiles,Netherlands,,WGU-59 APKWS,ASM,2019,,,APKWS-2 version
missiles,New Zealand,-164,FGM-148 Javelin,Anti-tank missile,2003,2006-2008,-164,NZD22-27 m 'Project Crossbow' (incl 24 launchers)
missiles,New Zealand,-10,FGM-148 Javelin,Anti-tank missile,2014,2014,-10,Javelin Block-1 version
missiles,Nigeria,-400,WGU-59 APKWS,ASM,2019,,,APKWS-2 version; for Super Tucano trainer/combat aircraft
missiles,Norway,-300,JDAM,Guided bomb,-2006,2008-2009,-300,
missiles,Norway,-50,GBU-39 SDB,Guided bomb,-2012,2014,-50,
missiles,Norway,-36,AIM-120C AMRAAM,BVRAAM,-2014,2018,36,AIM-102C-7 version
missiles,Norway,-238,JDAM,Guided bomb,2014,2015-2016,-238,Possibly GBU-38 version
missiles,Norway,90,AIM-9X Sidewinder,SRAAM,-2015,2018,-90,
missiles,Norway,,JDAM,Guided bomb,2016,,,
missiles,Norway,-60,AIM-120C AMRAAM,BVRAAM,-2019,,,AIM-120C-7 version
missiles,Oman,-562,BGM-71 TOW,Anti-tank missile,2001,2002-2003,-562,BGM-71E TOW-2A version
missiles,Oman,80,AGM-65 Maverick,ASM,-2002,2006,-80,Part of $1.1 b deal; AGM-65D and AGM-65E version; for F-16C combat aircraft
missiles,Oman,50,AIM-120C AMRAAM,BVRAAM,2002,2006,-50,Part of $1.1 b deal; for F-16C combat aircraft
missiles,Oman,-100,AIM-9M Sidewinder,AIM-9S,2002,2006,-100,Part of $1.1 b deal; AIM-9M-8/9 version; for F-16C combat aircraft
missiles,Oman,84,JDAM,Guided bomb,2003,2006,-84,
missiles,Oman,20,RGM-84 Harpoon,Anti-ship missile,2003,2006,-20,$22 m deal (part of $1.1 b deal); AGM-84D version; for F-16C combat aircraft
missiles,Oman,-50,CBU-97 SFW,Guided bomb,2004,2006-2007,-50,Incl CBU-105 version
missiles,Oman,-100,Paveway,Guided bomb,2004,2005,-100,
missiles,Oman,-100,FGM-148 Javelin,Anti-tank missile,-2005,2009,-100,
missiles,Oman,-100,FGM-148 Javelin,Anti-tank missile,-2008,2010,-100,$11 m deal
missiles,Oman,-290,AIM-120C AMRAAM,BVRAAM,-2013,2016-2017,-290,AIM-120C-7 version for NASAMS SAM system from Norway
missiles,Oman,-27,AIM-120C AMRAAM,BVRAAM,2013,2014,-27,AIM-120C-7 version
missiles,Oman,50,AIM-9X Sidewinder,SRAAM,2013,2014,-50,$29m deal; AIM-9X Block-2 version
missiles,Oman,-100,FGM-148 Javelin,Anti-tank missile,2013,2014,-100,Javelin Block-1 version
missiles,Oman,-266,FIM-92 Stinger,Portable SAM,2013,2016,-266,For Avenger SAM systems
missiles,Oman,-100,BGM-71F TOW-2B,Anti-tank missile,2014,2016,-100,TOW-2-RF version
missiles,Oman,108,JDAM,Guided bomb,2016,2017,-108,
missiles,Oman,-400,BGM-71F TOW-2B,Anti-tank missile,2018,,,
missiles,Pakistan,-100,Paveway,Guided bomb,-2001,2002,-100,Paveway-2 version
missiles,Pakistan,-2007,BGM-71 TOW,Anti-tank missile,-2004,2006-2008,-2007,$82 m deal; TOW-2A version; for AH-1 combat helicopters
missiles,Pakistan,300,AIM-9M Sidewinder,AIM-9S,2005,2007,300,$29 m deal; AIM-9M1/2 version
missiles,Pakistan,-50,RGM-84L Harpoon-2,Anti-ship MI/SSM,2005,2006-2007,-50,$63 m deal; incl 40 AGM-84L version
missiles,Pakistan,500,JDAM,Guided bomb,-2006,2010-2011,-500,
missiles,Pakistan,1600,Paveway,Guided bomb,-2006,2010,-1600,Incl 700 GBU-12 and 300 GBU-10 version
missiles,Pakistan,-500,AIM-120C AMRAAM,BVRAAM,2007,2010-2014,-500,$265 m deal; AIM-120C-5 version; for F-16 combat aircraft
missiles,Pakistan,200,AIM-9M Sidewinder,AIM-9S,2007,2010,-200,AIM-9M8 and AIM-9M9 version; for F-16 combat aircraft
missiles,Pakistan,-3198,BGM-71 TOW,Anti-tank missile,-2007,2008-2011,-3198,$185 m deal; incl 2776 TOW-2A and 422 TOW-2RF
missiles,Pakistan,10,RGM-84L Harpoon-2,Anti-ship MI/SSM,2007,2009,-10,$16 m deal; AGM-84L version; for P-3C ASW aircraft
missiles,Pakistan,-843,BGM-71 TOW,Anti-tank missile,-2010,2015,-843,
missiles,Pakistan,-1000,AGM-114K HELLFIRE,Anti-tank missile,2015,,,For AH-1Z combat helicopters
missiles,Philippines,-22,JDAM,Guided bomb,2011,2011,-22,
missiles,Philippines,-125,AGM-65 Maverick,ASM,-2013,2017-2019,-75,For FA-50 combat aircraft
missiles,Philippines,,Paveway,Guided bomb,2018,,,
missiles,Philippines,,WGU-59 APKWS,ASM,2019,,,
missiles,Poland,-100,RIM-66B Standard-1MR,SAM,-1999,2000-2002,-100,Second-hand; for Perry (Pulaski) frigates
missiles,Poland,272,JDAM,Guided bomb,2003,2005,-272,
missiles,Poland,360,AGM-65 Maverick,ASM,2004,2006-2007,-360,$78 m deal; AGM-64G2 version
missiles,Poland,126,AIM-120C AMRAAM,BVRAAM,2004,2007-2009,-126,AIM-120C-5 version
missiles,Poland,178,AIM-9X Sidewinder,SRAAM,2004,2006,-178,For F-16C combat aircraft
missiles,Poland,-100,Paveway,Guided bomb,2004,2007,-100,Paveway-3 version
missiles,Poland,78,AGM-154 JSOW,Guided bomb,2007,2008-2009,-78,AGM-154C version
missiles,Poland,-68,AGM-158A JASSM,ASM,2015,2017-2019,-68,For F-16 combat aircraft
missiles,Poland,-70,AGM-158B JASSM-ER,ASM,-2016,,,For F-16 combat aircraft
missiles,Poland,-65,AIM-120C AMRAAM,BVRAAM,-2016,2018-2019,-65,AIM-120C-7 version
missiles,Poland,-93,AIM-9X Sidewinder,SRAAM,2016,2018-2019,-80,
missiles,Poland,-150,AIM-120C AMRAAM,BVRAAM,-2017,2019,-50,AIM-120C-7 version
missiles,Poland,208,MIM-104F PAC-3,ABM,2018,,,
missiles,Poland,-440,Paveway,Guided bomb,-2018,,,Paveway-2 version
missiles,Poland,185,FGM-148 Javelin,Anti-tank missile,2019,,,Second-hand; selected but not yet ordered end-2019
missiles,Poland,-1667,GMLRS,Guided rocket,2019,,,Part of $414 m deal; for HIMARS MRL; delivery probably planned by 2023
missiles,Poland,-30,MGM-140A ATACMS,SSM,2019,,,Part of EUR369 m deal; for HIMARS MRL; delivery planned by 2023
missiles,Portugal,12,AIM-120C AMRAAM,BVRAAM,-2002,2005-2006,-12,
missiles,Portugal,50,JDAM,Guided bomb,2004,2005,-50,
missiles,Portugal,-96,MIM-72C Chaparral,SAM,-2004,2006,96,Second-hand; aid; MIM-72G version
missiles,Portugal,-50,Paveway,Guided bomb,-2007,2009,-50,
missiles,Portugal,,RIM-162 ESSM Block-2,SAM,-2014,,,For modernized MEKO-200 (Vasco da Gama) frigates; selected 2014 but probably not yet ordered by end-2018
missiles,Portugal,-100,JDAM,Guided bomb,-2016,2018,-100,
missiles,Qatar,-576,AGM-114K HELLFIRE,Anti-tank missile,-2014,2019,-300,For AH-64 combat helicopters
missiles,Qatar,-500,FGM-148 Javelin,Anti-tank missile,2014,2016-2017,-500,$150 m deal
missiles,Qatar,-248,MIM-104C PAC-2,SAM,2014,2015-2017,-248,MIM-104E GEM-T version
missiles,Qatar,-778,MIM-104F PAC-3,ABM,2014,2016-2019,-778,
missiles,Qatar,-295,FIM-92 Stinger,Portable SAM,-2015,2019,-180,FIM-92 Block-1 version for AH-64 combat helicopters
missiles,Qatar,200,AGM-154 JSOW,Guided bomb,2017,,,AGM-154C version
missiles,Qatar,,AIM-120C AMRAAM,BVRAAM,2017,,,For F-15QA combat aircraft
missiles,Qatar,200,AIM-9X Sidewinder,SRAAM,2017,,,$134 m deal; for F-15QA combat aircraft
missiles,Qatar,-50,FGM-148 Javelin,Anti-tank missile,2017,2018,-50,
missiles,Qatar,-125,RIM-116A RAM,SAM,2018,,,For Fincantieri-3000 frigates
missiles,Qatar,5000,WGU-59 APKWS,ASM,-2018,,,For AH-64E combat helicopters
missiles,Qatar,,AMRAAM-ER,SAM,2019,,,For NASAMS-2 SAM systems
missiles,Qatar,,RGM-84L Harpoon-2,Anti-ship MI/SSM,2019,,,AGM-84L version; for F-15QA combat aircraft; selected but not yet ordered by end-2019
missiles,Romania,-30,AIM-120C AMRAAM,BVRAAM,-2013,2017-2018,-30,For F-16 combat aircraft
missiles,Romania,-22,AIM-9X Sidewinder,SRAAM,2015,2017-2018,-22,
missiles,Romania,180,JDAM,Guided bomb,2017,2019,-180,
missiles,Romania,56,MIM-104C PAC-2,SAM,2017,,,GEM-T version
missiles,Romania,-168,MIM-104F PAC-3,ABM,2017,,,
